PCN,ISSUED,LOCATION,CONTRAVENTION,FINE,Last Pay Date,Total Paid,Balance,
LS65122581,16/08/2009,THE MARKETS CP - CITY,81 IN A RESTRICTED AREA IN A CAR PARK             ,70,16/01/2020,0,0,
LS26109685,17/08/2009,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0,0,
LS89628508,17/08/2009,LEISURE CENTRE CP - PUDSEY                                  ,86 BEYOND THE BAY MARKINGS                        ,50,16/01/2020,0,0,
LS46122380,18/08/2009,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0,0,
LS48133887,18/08/2009,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0,0,
LS58135743,19/08/2009,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0,0,
LS5014414A,20/08/2009,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0,0,
LS75016456,20/08/2009,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0,0,
LS89682536,20/08/2009,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0,0,
LS16094424,21/08/2009,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0,0,
LS60121901,21/08/2009,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0,0,
LS89636732,21/08/2009,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0,0,
LS48134289,21/08/2009,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0,0,
LS58136327,21/08/2009,CLAYPIT LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0,0,
LS89690782,22/08/2009,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0,0,
LS48134711,24/08/2009,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0,0,
LS76013679,24/08/2009,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0,0,
LS10012700,24/08/2009,CLAYPIT LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0,0,
LS15062331,24/08/2009,OATLAND GREEN CP - SHEEPSCAR                                ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,16/01/2020,0,0,
LS50144445,24/08/2009,QUARRY HILL D CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0,0,
LS50144547,24/08/2009,QUARRY HILL D CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0,0,
LS76013715,24/08/2009,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0,0,
LS31107678,25/08/2009,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0,0,
LS75017153,25/08/2009,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0,0,
LS65123890,26/08/2009,CLAYPIT LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0,0,
LS21132395,26/08/2009,MARKET PLACE CP - PUDSEY                                    ,87 IN DISABLED BAY WITHOUT BADGE,70,16/01/2020,0,0,
LS50145040,27/08/2009,CLAYPIT LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0,0,
LS25153772,28/08/2009,CLAYPIT LANE CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0,0,
LS89687562,28/08/2009,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0,0,
LS89689502,28/08/2009,CLAYPIT LANE CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0,0,
LS15062863,29/08/2009,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0,0,
LS15062954,29/08/2009,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0,0,
LS59083667,29/08/2009,HUNSLET LANE CP - CITY,87 IN DISABLED BAY WITHOUT BADGE,70,16/01/2020,0,0,
LS58137035,01/09/2009,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0,0,
LS33137283,03/09/2009,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0,0,
LS62106873,03/09/2009,PORTLAND CRESCENT CP - CITY,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,16/01/2020,0,0,
LS16095609,04/09/2009,CLAYPIT LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0,0,
LS32142572,04/09/2009,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0,0,
LS32142583,04/09/2009,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0,0,
LS38127797,04/09/2009,QUEENSWAY CP - MORLEY                                       ,86 BEYOND THE BAY MARKINGS                        ,50,16/01/2020,0,0,
LS26111541,05/09/2009,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0,0,
LS16095664,05/09/2009,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0,0,
LS69109632,05/09/2009,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0,0,
LS32142823,06/09/2009,THE MARKETS CP - CITY,92 PARKED CAUSING AN OBSTRUCTION                  ,70,16/01/2020,0,0,
LS51104570,08/09/2009,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0,0,
LS8969563A,08/09/2009,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0,0,
LS10014411,09/09/2009,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0,0,
LS47119701,09/09/2009,BECKETT ST LOWER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0,0,
LS23122814,10/09/2009,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0,0,
LS40123937,10/09/2009,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0,0,
LS23123114,12/09/2009,FINK HILL CP - HORSFORTH                                    ,86 BEYOND THE BAY MARKINGS                        ,50,16/01/2020,0,0,
LS23123125,12/09/2009,FINK HILL CP - HORSFORTH                                    ,86 BEYOND THE BAY MARKINGS                        ,50,16/01/2020,0,0,
LS44118804,12/09/2009,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0,0,
LS28137284,12/09/2009,NORTH PARADE CP - OTLEY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0,0,
LS70082588,12/09/2009,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0,0,
LS55114419,13/09/2009,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0,0,
LS65125615,13/09/2009,THE MARKETS CP - CITY,87 IN DISABLED BAY WITHOUT BADGE,70,16/01/2020,0,0,
LS16096601,14/09/2009,SILVER LANE CP - YEADON                                     ,86 BEYOND THE BAY MARKINGS                        ,50,16/01/2020,25,0,
LS36112799,14/09/2009,PORTLAND CRESCENT CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0,0,
LS70082668,14/09/2009,QUEENSWAY CP - MORLEY                                       ,87 IN DISABLED BAY WITHOUT BADGE,70,16/01/2020,0,0,
LS40124408,15/09/2009,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0,0,
LS45124212,15/09/2009,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0,0,
LS40124394,15/09/2009,OATLAND GREEN CP - SHEEPSCAR                                ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,16/01/2020,0,0,
LS46125265,15/09/2009,HOLT PARK CP - HOLT PARK                                    ,87 IN DISABLED BAY WITHOUT BADGE,70,16/01/2020,35,0,
LS60125345,15/09/2009,PORTLAND CRESCENT CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0,0,
LS33138457,16/09/2009,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0,0,
LS34137992,17/09/2009,NORTH PARADE CP - OTLEY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0,0,
LS57110805,17/09/2009,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0,0,
LS7110682A,17/09/2009,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0,0,
LS51105868,18/09/2009,CLAYPIT LANE CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0,0,
LS5511507A,18/09/2009,QUEENSWAY CP - MORLEY                                       ,86 BEYOND THE BAY MARKINGS                        ,50,16/01/2020,0,0,
LS69111292,18/09/2009,PORTLAND CRESCENT CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0,0,
LS10015232,19/09/2009,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0,0,
LS55115262,19/09/2009,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0,0,
LS40125320,23/09/2009,BURLEY ROAD CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,25,0,
LS23124037,23/09/2009,HIGH STREET CP - MORLEY                                     ,86 BEYOND THE BAY MARKINGS                        ,50,16/01/2020,0,0,
LS45125474,23/09/2009,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0,0,
LS48138235,23/09/2009,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,50,0,
LS70083285,23/09/2009,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,36.84,0,
LS71107902,25/09/2009,QUEENSWAY CP - MORLEY                                       ,86 BEYOND THE BAY MARKINGS                        ,50,16/01/2020,0,0,
LS27139604,25/09/2009,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0,0,
LS47120733,25/09/2009,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,25,0,
LS69112910,26/09/2009,BECKETT ST UPPER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0,0,
LS13130099,28/09/2009,CLAYPIT LANE CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0,0,
LS6411565A,28/09/2009,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0,0,
LS34139069,28/09/2009,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0,0,
LS10016767,29/09/2009,WEST STREET CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0,0,
LS10016803,29/09/2009,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0,0,
LS13130350,29/09/2009,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0,0,
LS46126905,29/09/2009,ALBION STREET CP - MORLEY                                   ,86 BEYOND THE BAY MARKINGS                        ,50,16/01/2020,0,0,
LS48138825,29/09/2009,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0,0,
LS89698842,29/09/2009,PORTLAND CRESCENT CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0,0,
LS6310599A,30/09/2009,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0,0,
LS15065690,01/10/2009,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0,0,
LS48138982,01/10/2009,OATLAND GREEN CP - SHEEPSCAR                                ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,16/01/2020,0,0,
LS57113111,02/10/2009,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0,0,
LS59086938,02/10/2009,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0,0,
LS32146267,03/10/2009,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,25,0,
LS36116097,04/10/2009,BECKETT ST UPPER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0,0,
LS38129158,05/10/2009,CLAYPIT LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,25,0,
LS38129282,06/10/2009,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0,0,
LS38129293,06/10/2009,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0,0,
LS89637972,06/10/2009,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0,0,
LS27141184,07/10/2009,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0,0,
LS27141333,07/10/2009,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0,0,
LS48139566,07/10/2009,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0,0,
LS71108803,07/10/2009,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0,0,
LS46127792,08/10/2009,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0,0,
LS50147614,08/10/2009,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0,0,
LS47121918,09/10/2009,CLAYPIT LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0,0,
LS51107648,09/10/2009,QUARRY HILL D CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0,0,
LS47122193,10/10/2009,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0,0,
LS55118770,10/10/2009,CLAYPIT LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0,0,
LS6911606A,11/10/2009,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0,0,
LS44121955,12/10/2009,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0,0,
LS57114329,12/10/2009,BECKETT ST UPPER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0,0,
LS50148322,13/10/2009,HIGH STREET CP - MORLEY                                     ,87 IN DISABLED BAY WITHOUT BADGE,70,16/01/2020,0,0,
LS50148366,13/10/2009,QUEENSWAY CP - MORLEY                                       ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,16/01/2020,25,0,
LS60130334,13/10/2009,PORTLAND CRESCENT CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0,0,
LS32147248,14/10/2009,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0,0,
LS65127381,14/10/2009,PORTLAND CRESCENT CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0,0,
LS40127428,15/10/2009,OATLAND GREEN CP - SHEEPSCAR                                ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,16/01/2020,0,0,
LS34141129,15/10/2009,QUEENSWAY CP - MORLEY                                       ,87 IN DISABLED BAY WITHOUT BADGE,70,16/01/2020,0,0,
LS57114919,15/10/2009,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0,0,
LS59088591,15/10/2009,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0,0,
LS32147601,16/10/2009,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0,0,
LS32147714,17/10/2009,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0,0,
LS3214769A,17/10/2009,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0,0,
LS57115117,19/10/2009,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0,0,
LS27142733,19/10/2009,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0,0,
LS33141021,19/10/2009,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0,0,
LS48140678,19/10/2009,PORTLAND CRESCENT CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0,0,
LS44122969,20/10/2009,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0,0,
LS70085837,20/10/2009,QUARRY HILL F CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,25,0,
LS27143190,21/10/2009,QUEENSWAY CP - MORLEY                                       ,86 BEYOND THE BAY MARKINGS                        ,50,16/01/2020,0,0,
LS36118183,21/10/2009,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0,0,
LS58139245,22/10/2009,BECKETT ST UPPER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0,0,
LS15067798,26/10/2009,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0,0,
LS15067845,27/10/2009,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0,0,
LS71111193,27/10/2009,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0,0,
LS19115462,28/10/2009,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0,0,
LS60132216,30/10/2009,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0,0,
LS6013225A,30/10/2009,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0,0,
LS75021944,02/11/2009,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0,0,
LS21138675,02/11/2009,HOLT PARK CP - HOLT PARK                                    ,87 IN DISABLED BAY WITHOUT BADGE,70,16/01/2020,0,0,
LS23128242,02/11/2009,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,40,0,
LS10020094,03/11/2009,KIRKSTALL RD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0,0,
LS19116272,03/11/2009,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0,0,
LS28141758,03/11/2009,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0,0,
LS5015232A,04/11/2009,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,25,0,
LS5015240A,04/11/2009,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0,0,
LS69118666,04/11/2009,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0,0,
LS10020243,04/11/2009,QUARRY HILL B CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,25,0,
LS36120560,05/11/2009,PORTLAND CRESCENT CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,25,0,
LS5711670A,06/11/2009,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0,0,
LS27145298,07/11/2009,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0,0,
LS36120946,07/11/2009,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0,0,
LS23129176,09/11/2009,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0,0,
LS6311099A,09/11/2009,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0,0,
LS36121596,10/11/2009,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0,0,
LS50153559,10/11/2009,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,25,0,
LS89689874,10/11/2009,BECKETT ST LOWER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0,0,
LS89689885,10/11/2009,BECKETT ST LOWER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0,0,
LS34143769,11/11/2009,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0,0,
LS47126853,11/11/2009,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0,0,
LS47126864,11/11/2009,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0,0,
LS60134073,11/11/2009,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0,0,
LS55122530,12/11/2009,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0,0,
LS57117699,12/11/2009,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0,0,
LS19117388,12/11/2009,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0,0,
LS5111045A,12/11/2009,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,25,0,
LS33143322,13/11/2009,CLAYPIT LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0,0,
LS57117939,13/11/2009,BECKETT ST UPPER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0,0,
LS26113128,14/11/2009,CLAYPIT LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0,0,
LS36122329,16/11/2009,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0,0,
LS55123023,16/11/2009,CLAYPIT LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0,0,
LS55123034,16/11/2009,CLAYPIT LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0,0,
LS7111247A,16/11/2009,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0,0,
LS25162376,16/11/2009,PORTLAND CRESCENT CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0,0,
LS58141815,16/11/2009,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0,0,
LS33143741,17/11/2009,KIRKSTALL RD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0,0,
LS32150661,18/11/2009,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0,0,
LS26113671,19/11/2009,KIRKSTALL RD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0,0,
LS32150730,19/11/2009,CLAYPIT LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0,0,
LS8970316A,19/11/2009,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0,0,
LS63112882,20/11/2009,KIRKSTALL RD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0,0,
LS46131257,20/11/2009,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0,0,
LS1002160A,21/11/2009,PORTLAND CRESCENT CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0,0,
LS19119430,21/11/2009,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0,0,
LS56095794,21/11/2009,KIRKSTALL RD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0,0,
LS63113069,21/11/2009,THE MARKETS CP - CITY,92 PARKED CAUSING AN OBSTRUCTION                  ,70,16/01/2020,0,0,
LS23130583,21/11/2009,MAIN STREET CP - GARFORTH                                   ,91 PARKED IN AREA NOT FOR THAT CLASS OF VEHICLE,70,16/01/2020,0,0,
LS56095761,21/11/2009,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0,0,
LS59092781,21/11/2009,QUARRY HILL B CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0,0,
LS19119736,23/11/2009,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0,0,
LS27147894,23/11/2009,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0,0,
LS60136217,23/11/2009,KIRKSTALL RD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0,0,
LS50155758,24/11/2009,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0,0,
LS62113540,24/11/2009,PORTLAND CRESCENT CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0,0,
LS16100968,24/11/2009,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0,0,
LS27148004,24/11/2009,KIRKSTALL RD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0,0,
LS10022103,25/11/2009,PORTLAND CRESCENT CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0,0,
LS46132147,25/11/2009,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0,0,
LS48144169,25/11/2009,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0,0,
LS5015585A,25/11/2009,KIRKSTALL RD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0,0,
LS50155984,25/11/2009,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0,0,
LS10022114,25/11/2009,PORTLAND CRESCENT CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0,0,
